Campus Name,Campus,Campus Type,Campus Type Description
KLEIN CAIN H S,101915005,21,21-Suburb: Large
KLEIN COLLINS H S,101915004,21,21-Suburb: Large
KLEIN FOREST H S,101915002,21,21-Suburb: Large
KLEIN H S,101915001,21,21-Suburb: Large
KLEIN INT,101915041,21,21-Suburb: Large
KLEIN OAK H S,101915003,21,21-Suburb: Large
KLEIN ROAD EL,046901109,13,13-City: Small
KLENK EL,101915117,21,21-Suburb: Large
KLENTZMAN INT,101903141,11,11-City: Large
KLINE WHITIS EL,141901102,32,32-Town: Distant
KLONDIKE ISD,058905001,43,43-Rural: Remote
KNIPPA SCHOOL,232901001,42,42-Rural: Distant
KNIPPEL EDUCATION CENTER,101902090,21,21-Suburb: Large
KNOWLTON EL,015915138,11,11-City: Large
KNOX CITY SCHOOL,138902001,43,43-Rural: Remote
KNOX EARLY CHILDHOOD CAMPUS,015907242,11,11-City: Large
KNOX J H,170902046,12,12-City: Mid-size
KNOX WILEY MIDDLE,246913046,41,41-Rural: Fringe
KOCUREK EL,227901172,11,11-City: Large
KOENNECKE EL,094901109,41,41-Rural: Fringe
KOHFELDT EL,084906103,22,22-Suburb: Mid-size
KOHLBERG EL,071902166,11,11-City: Large
KOHRVILLE EL,101915101,21,21-Suburb: Large
KOLDA EL,178904158,11,11-City: Large
KOLTER EL,101912189,21,21-Suburb: Large
KOOKEN ED CTR,220901107,11,11-City: Large
KOPPERL SCHOOL,018907001,43,43-Rural: Remote
KOSTORYZ EL,178904118,11,11-City: Large
KOUNTZE EL,100903101,42,42-Rural: Distant
KOUNTZE H S,100903002,42,42-Rural: Distant
KOUNTZE INT,100903042,42,42-Rural: Distant
KOUNTZE MIDDLE,100903041,42,42-Rural: Distant
KRAHN EL,101915113,21,21-Suburb: Large
KRAUSE EL,239901103,41,41-Rural: Fringe
KREINHOP EL,101915121,21,21-Suburb: Large
KRESS EL,219905101,42,42-Rural: Distant
KRESS H S,219905001,42,42-Rural: Distant
KRIEWALD RD EL,015912109,21,21-Suburb: Large
KRIMMEL INTERMED,101915048,21,21-Suburb: Large
KRUEGER EL,015915186,21,21-Suburb: Large
KRUEGER MIDDLE,015910043,11,11-City: Large
KRUM EARLY EDUCATION CENTER,061905103,31,31-Town: Fringe
KRUM H S,061905001,41,41-Rural: Fringe
KRUM MIDDLE,061905041,31,31-Town: Fringe
KRUSE EL,101917110,21,21-Suburb: Large
KUEHNLE EL,101915115,21,21-Suburb: Large
KUENTZ EL,015915191,21,21-Suburb: Large
KUJAWA EC/PK/K,101902164,21,21-Suburb: Large
KUJAWA EL,101902130,21,21-Suburb: Large
KURTH PRI,003903128,33,33-Town: Remote
KYLE EL,105906101,21,21-Suburb: Large
L A GILILLAND EL,220918101,21,21-Suburb: Large
L B J EL,108903105,41,41-Rural: Fringe
L B JOHNSON EL,108904113,12,12-City: Mid-size
L B JOHNSON EL,068901128,12,12-City: Mid-size
L B JOHNSON EL,015905109,11,11-City: Large
L C Y C,152906002,11,11-City: Large
L E MONAHAN EL,101924104,21,21-Suburb: Large
L F SMITH EL,101917116,21,21-Suburb: Large
L G ALARCON EL,071904101,21,21-Suburb: Large
L G PINKSTON H S,057905012,11,11-City: Large
L L HOTCHKISS EL,057905159,11,11-City: Large
L O DONALD EL,057905136,11,11-City: Large
L P WATERS EARLY CHILDHOOD CENTER,116905109,32,32-Town: Distant
L V STOCKARD MIDDLE,057905059,11,11-City: Large
LA ACADEMIA DE ESTRELLAS,057839101,11,11-City: Large
LA ACADEMIA DE ESTRELLAS MIDDLE,057839103,11,11-City: Large
LA ENCANTADA EL,031912112,22,22-Suburb: Mid-size
LA FE PREPARATORY SCHOOL,071807101,11,11-City: Large
LA FERIA ACADEMY,031905002,22,22-Suburb: Mid-size
LA FERIA H S,031905001,22,22-Suburb: Mid-size
LA GLORIA EL,125906101,42,42-Rural: Distant
LA GRANGE EL,075902102,33,33-Town: Remote
LA GRANGE H S,075902001,41,41-Rural: Fringe
LA GRANGE MIDDLE,075902041,41,41-Rural: Fringe
LA JOYA H S,108912001,41,41-Rural: Fringe
LA JOYA ISD HEAD START PROGRAM,108912101,21,21-Suburb: Large
LA JOYA PALMVIEW H S,108912007,21,21-Suburb: Large
LA MARQUE H S,084906002,22,22-Suburb: Mid-size
LA MARQUE MIDDLE,084906043,22,22-Suburb: Mid-size
LA MESA EL,095905108,33,33-Town: Remote
LA PALOMA EL,031912114,41,41-Rural: Fringe
LA PORTE EL,101916103,21,21-Suburb: Large
LA PORTE H S,101916001,21,21-Suburb: Large
LA PORTE J H,101916041,21,21-Suburb: Large
LA PROMESA,101902017,11,11-City: Large
LA PRYOR EL,254902101,43,43-Rural: Remote
LA PRYOR H S,254902001,43,43-Rural: Remote
LA UNION EL,214901103,41,41-Rural: Fringe
LA VEGA EL,161906105,22,22-Suburb: Mid-size
LA VEGA H S,161906002,22,22-Suburb: Mid-size
LA VEGA INT H P MILES CAMPUS,161906103,22,22-Suburb: Mid-size
LA VEGA J H GEORGE DIXON CAMPUS,161906042,12,12-City: Mid-size
LA VEGA PRI PHIL BANCALE CAMPUS,161906106,22,22-Suburb: Mid-size
LA VERNIA H S,247903001,42,42-Rural: Distant
LA VERNIA INT,247903104,42,42-Rural: Distant
LA VERNIA J H,247903041,42,42-Rural: Distant
LA VERNIA PRI,247903103,42,42-Rural: Distant
LA VILLA EARLY COLLEGE H S,108914001,21,21-Suburb: Large
LA VILLA MIDDLE,108914041,21,21-Suburb: Large
LA VILLITA EL,057903132,11,11-City: Large
LABAY MIDDLE,101907046,21,21-Suburb: Large
LACKLAND EL,015913101,21,21-Suburb: Large
LACOSTE EL,163908104,41,41-Rural: Fringe
LACY EL,043911101,22,22-Suburb: Mid-size
LADERA EL,163908107,41,41-Rural: Fringe
LADY BIRD JOHNSON MIDDLE,057912050,11,11-City: Large
LAGO VISTA EL,227912101,31,31-Town: Fringe
LAGO VISTA H S,227912001,41,41-Rural: Fringe
LAGO VISTA INT,227912102,31,31-Town: Fringe
LAGO VISTA MIDDLE,227912041,31,31-Town: Fringe
LAGOS EL,227907111,41,41-Rural: Fringe
LAKE AIR MONTESSORI SCHOOL,161914127,12,12-City: Mid-size
LAKE BELTON H S,014903010,13,13-City: Small
LAKE BELTON MIDDLE,014903043,13,13-City: Small
LAKE COUNTRY EL,220918117,11,11-City: Large
LAKE CREEK H S,170903004,41,41-Rural: Fringe
LAKE DALLAS EL,061912101,21,21-Suburb: Large
LAKE DALLAS H S,061912001,21,21-Suburb: Large
LAKE DALLAS MIDDLE,061912041,21,21-Suburb: Large
LAKE GRANBURY ACADEMY,111801001,41,41-Rural: Fringe
LAKE HIGHLANDS EL,057916107,11,11-City: Large
LAKE HIGHLANDS H S,057916002,11,11-City: Large
LAKE HIGHLANDS J H,057916042,11,11-City: Large
LAKE JACKSON INT,020905043,23,23-Suburb: Small
LAKE OLYMPIA MIDDLE,079907048,21,21-Suburb: Large
LAKE POINTE EL,227913104,21,21-Suburb: Large
LAKE POINTE EL,220918112,41,41-Rural: Fringe
LAKE TRAVIS EL,227913101,41,41-Rural: Fringe
LAKE TRAVIS H S,227913001,21,21-Suburb: Large
LAKE TRAVIS MIDDLE,227913041,41,41-Rural: Fringe
LAKE VIEW H S,226903002,13,13-City: Small
LAKE WORTH H S,220910001,21,21-Suburb: Large
LAKELAND EL,101913102,41,41-Rural: Fringe
LAKELAND EL,061902104,21,21-Suburb: Large
LAKERIDGE EL,057904108,21,21-Suburb: Large
LAKESHORE EL,101913125,41,41-Rural: Fringe
LAKESIDE EL,057922107,21,21-Suburb: Large
LAKEVIEW CENTENNIAL H S,057909005,21,21-Suburb: Large
LAKEVIEW EL,079907102,12,12-City: Mid-size
LAKEVIEW EL,061914107,21,21-Suburb: Large
LAKEVIEW EL,129905105,41,41-Rural: Fringe
LAKEVIEW EL,061911106,21,21-Suburb: Large
LAKEVIEW EL,123907105,13,13-City: Small
LAKEVIEW EL,191901105,31,31-Town: Fringe
LAKEVIEW MIDDLE,061902046,21,21-Suburb: Large
LAKEWAY EL,227913102,21,21-Suburb: Large
LAKEWOOD EL,057905171,11,11-City: Large
LAKEWOOD EL,101921103,21,21-Suburb: Large
LAKEWOOD EL,014903108,13,13-City: Small
LAKEWOOD EL,220916118,21,21-Suburb: Large
LAMAR ACADEMY,108906007,12,12-City: Mid-size
LAMAR BRUNI VERGARA MIDDLE,240903054,11,11-City: Large
LAMAR CONS H S,079901001,21,21-Suburb: Large
LAMAR COUNTY HEAD START,139909111,33,33-Town: Remote
LAMAR EARLY EE-KG,068901115,12,12-City: Mid-size
LAMAR EL,165901111,12,12-City: Mid-size
LAMAR EL,090904105,33,33-Town: Remote
LAMAR EL,226903123,13,13-City: Small
LAMAR EL,243905119,12,12-City: Mid-size
LAMAR EL,091903113,13,13-City: Small
LAMAR EL,101911111,13,13-City: Small
LAMAR EL,188901112,12,12-City: Mid-size
LAMAR EL,071902125,11,11-City: Large
LAMAR EL,170902108,12,12-City: Mid-size
LAMAR EL,046901105,13,13-City: Small
LAMAR EL,015907146,11,11-City: Large
LAMAR EL,233901106,33,33-Town: Remote
LAMAR EL,116905106,32,32-Town: Distant
LAMAR EL,031903109,13,13-City: Small
LAMAR H S,220901003,11,11-City: Large
LAMAR H S,101912008,11,11-City: Large
LAMAR J H,079901041,21,21-Suburb: Large
LAMAR M S,227901045,11,11-City: Large
LAMAR MIDDLE,057912044,11,11-City: Large
LAMAR MIDDLE,014909041,13,13-City: Small
LAMAR MIDDLE,061902045,21,21-Suburb: Large
LAMAR MIDDLE,240901042,11,11-City: Large
LAMESA SCHOOLS,058906001,33,33-Town: Remote
LAMKIN EL,101907103,21,21-Suburb: Large
LAMPASAS H S,141901001,41,41-Rural: Fringe
LAMPASAS MIDDLE,141901041,41,41-Rural: Fringe
LANCASTER EL,071905133,11,11-City: Large
LANCASTER H S,057913001,21,21-Suburb: Large
LANCASTER MIDDLE,057913041,21,21-Suburb: Large
LANCE THOMPSON EL,061911122,41,41-Rural: Fringe
LANDERGIN EL,188901113,12,12-City: Mid-size
LANDIS EL,101903116,11,11-City: Large
LANDRUM MIDDLE,101920041,11,11-City: Large
LANDRY EL,057903121,11,11-City: Large
LANE SCHOOL,101902108,21,21-Suburb: Large
LANEVILLE SCHOOL,201903001,42,42-Rural: Distant
LANGFORD EL,227901168,11,11-City: Large
LANGHAM CREEK H S,101907005,21,21-Suburb: Large
LANGHAM EL,123905104,22,22-Suburb: Mid-size
LANGLEY EL,015915187,41,41-Rural: Fringe
LANGUAGE DEVELOPMENT CENTER,159901103,33,33-Town: Remote
LANIER H S,015907008,11,11-City: Large
LANIER MIDDLE,101912057,11,11-City: Large
LANNY FRASIER MIDDLE,057914049,21,21-Suburb: Large
LANSBERRY EL,228903103,32,32-Town: Distant
LANTERN LANE EL,079907115,21,21-Suburb: Large
LANTRIP EL,101912192,11,11-City: Large
LAPOYNOR EL,107910101,42,42-Rural: Distant
LAPOYNOR H S,107910001,42,42-Rural: Distant
LAPOYNOR J H,107910041,42,42-Rural: Distant
LARKSPUR EL,246913127,41,41-Rural: Fringe
LARKSPUR EL,015910108,11,11-City: Large
LARRY D GUINN SPECIAL PROGRAMS CENTER,043910197,11,11-City: Large
LARRY G SMITH EL,057905154,21,21-Suburb: Large
LARSON EL,220901151,21,21-Suburb: Large
LARUE MILLER EL,070908108,41,41-Rural: Fringe
LAS AMERICAS,101912340,11,11-City: Large
LAS COLINAS EL,057903120,11,11-City: Large
LAS LOMAS EL,015910146,11,11-City: Large
LAS PALMAS EL,015905110,11,11-City: Large
LAS PALMAS LEADERSHIP SCHOOL FOR GIRLS,015905142,11,11-City: Large
LAS YESCAS EL,031906103,41,41-Rural: Fringe
LASA H S,227901018,11,11-City: Large
LASARA EL,245901101,42,42-Rural: Distant
LASARA H S,245901001,42,42-Rural: Distant
LASATER EL,024901103,33,33-Town: Remote
LATEXO EL,113905101,42,42-Rural: Distant
LATEXO H S,113905001,42,42-Rural: Distant
LAURA B NEGLEY EL,105906111,21,21-Suburb: Large
LAURA B WALLACE MIDDLE,105906044,21,21-Suburb: Large
LAURA INGALLS WILDER,020901112,21,21-Suburb: Large
LAURA INGALLS WILDER INT,094902108,21,21-Suburb: Large
LAURA REEVES PRI,100904105,31,31-Town: Fringe
LAURA WELCH BUSH EL,246913111,21,21-Suburb: Large
LAURA WELCH BUSH EL,101917137,11,11-City: Large
LAUREL MOUNTAIN EL,246909116,11,11-City: Large
LAUREL RIDGE,227806030,11,11-City: Large
LAURELES EL,031906107,41,41-Rural: Fringe
LAURENZO EARLY CHILDHOOD CTR,101912357,11,11-City: Large
LAURO CAVAZOS EL,068901130,22,22-Suburb: Mid-size
LAVACE STEWART EL,084910106,21,21-Suburb: Large
LAW EL,101912263,11,11-City: Large
LAWLER MIDDLE,043905058,21,21-Suburb: Large
LAWN EL,221911101,42,42-Rural: Distant
LAWNDALE EL,188901114,12,12-City: Mid-size
LAWRENCE E ELKINS H S,079907006,21,21-Suburb: Large
LAWRENCE EL,057914115,21,21-Suburb: Large
LAWSON MIDDLE,101912075,11,11-City: Large
LAZBUDDIE SCHOOL,185904001,43,43-Rural: Remote
LBJ ECHS,227901014,11,11-City: Large
LE NOIR EL,108902115,21,21-Suburb: Large
LEAD ACADEMY H S,092903004,13,13-City: Small
LEADERSHIP ACADEMY,101811006,41,41-Rural: Fringe
LEADERSHIP ACADEMY,227901035,11,11-City: Large
LEADERSHIP ACADEMY AT FOREST OAK 6TH GRADE,220905064,11,11-City: Large
LEADERSHIP PREP SCHOOL,061804001,21,21-Suburb: Large
LEADERSHIP PREP SCHOOL SECONDARY,061804002,21,21-Suburb: Large
LEAGUE CITY EL,084910103,21,21-Suburb: Large
LEAGUE CITY INT,084910045,21,21-Suburb: Large
LEAKEY SCHOOL,193902001,43,43-Rural: Remote
LEAL EL,108908109,13,13-City: Small
LEANDER EXTENDED OPPORTUNITY,246913014,21,21-Suburb: Large
LEANDER EXTENDED OPPORTUNITY CENTER (LEO),246908008,21,21-Suburb: Large
LEANDER H S,246913001,21,21-Suburb: Large
LEANDER MIDDLE,246913042,21,21-Suburb: Large
LEARN4LIFE,015905016,11,11-City: Large
LEARN4LIFE-AUSTIN,227830001,11,11-City: Large
LEARNING CTR,061902005,21,21-Suburb: Large
LEARY EL,019914101,41,41-Rural: Fringe
LEBANON TRAIL H S,043905011,21,21-Suburb: Large
LEE A MCSHAN JR EL,057905286,11,11-City: Large
LEE BUICE EL,068901133,41,41-Rural: Fringe
LEE EL,108904107,12,12-City: Mid-size
LEE EL,227901121,11,11-City: Large
LEE EL,057912111,11,11-City: Large
LEE EL,101907144,21,21-Suburb: Large
LEE H MEANS EL,031903123,13,13-City: Small
LEE H S,101911002,13,13-City: Small
LEE LONGINO EL,070905104,21,21-Suburb: Large
LEFORS SCHOOL,090902001,42,42-Rural: Distant
LEGACY EARLY COLLEGE H S,246911009,31,31-Town: Fringe
LEGACY EL,152907109,41,41-Rural: Fringe
LEGACY FRESHMAN H S,165901042,12,12-City: Mid-size
LEGACY H S,165901002,12,12-City: Mid-size
LEGACY LEARNING CENTER,061911012,41,41-Rural: Fringe
LEGACY MIDDLE,015911044,11,11-City: Large
LEGACY OF EDUCATIONAL EXCELLENCE H S,015910001,11,11-City: Large
LEGACY PREP CHARTER ACADEMY MESQUITE WEST CAMPUS,057846001,21,21-Suburb: Large
LEGACY PREPARATORY CHARTER ACADEMY PLANO,057846003,11,11-City: Large
LEGACY SCHOOL OF SPORT SCIENCES,101874001,21,21-Suburb: Large
LEGACY TRADITIONAL SCHOOL - KELLEY EL,015806101,11,11-City: Large
LEGACY TRADITIONAL SCHOOL - LEE ACADEMY,015806003,11,11-City: Large
LEGACY TRADITIONAL SCHOOL - SAENZ J H,015806041,11,11-City: Large
LEGACY TRADITIONAL SCHOOL - WALKER EL,015806106,11,11-City: Large
LEGGETT EL,187906101,42,42-Rural: Distant
LEGGETT H S,187906001,42,42-Rural: Distant
LEHMAN H S,105906005,21,21-Suburb: Large
LEILA P COWART EL,057905130,11,11-City: Large
LELAND E EDGE MIDDLE,043918041,41,41-Rural: Fringe
LEMM EL,101915111,21,21-Suburb: Large
LEO A RIZZUTO EL,101916107,21,21-Suburb: Large
LEO ADAMS MIDDLE,061911047,41,41-Rural: Fringe
LEO J LEO EL,108912106,21,21-Suburb: Large
LEON EL,145911102,43,43-Rural: Remote
LEON H S,145911002,43,43-Rural: Remote
LEON H SABLATURA MIDDLE,020908108,21,21-Suburb: Large
LEON HEIGHTS EL,014903102,23,23-Suburb: Small
LEON SPRINGS EL,015915152,11,11-City: Large
LEON TAYLOR J H,205903042,31,31-Town: Fringe
LEON VALLEY,141902003,32,32-Town: Distant
LEON VALLEY EL,015915108,21,21-Suburb: Large
LEONARD EL,101914144,41,41-Rural: Fringe
LEONARD EL,074909101,42,42-Rural: Distant
LEONARD EVANS JR MIDDLE,043907045,22,22-Suburb: Mid-size
LEONARD H S,074909001,42,42-Rural: Distant
LEONARD INT,074909102,42,42-Rural: Distant
LEONARD J H,074909041,42,42-Rural: Distant
LEONARD MIDDLE,220905061,11,11-City: Large
LEONARD SHANKLIN EL,028903101,32,32-Town: Distant
LEONEL CASTILLO EARLY CHILDHOOD STEM ACADEMY,101806103,11,11-City: Large
LEONIDES GONZALEZ CIGARROA MD EL,057905278,11,11-City: Large
LEROY CASTRO J H,020901050,21,21-Suburb: Large
LESLIE A STEMMONS EL,057905210,11,11-City: Large
LESTER DAVIS,061901005,12,12-City: Mid-size
LETOT CAMPUS,057814005,11,11-City: Large
LEVELLAND ACADEMIC BEGINNINGS CENTER,110902106,41,41-Rural: Fringe
LEVELLAND H S,110902001,32,32-Town: Distant
LEVELLAND INT,110902042,32,32-Town: Distant
LEVELLAND MIDDLE,110902041,41,41-Rural: Fringe
LEVERETTS CHAPEL EL,201904101,42,42-Rural: Distant
LEVERETTS CHAPEL H S,201904001,42,42-Rural: Distant
LEVERETTS CHAPEL J H,201904041,42,42-Rural: Distant
LEWIS EL,101912194,11,11-City: Large
LEWIS EL,015915168,11,11-City: Large
LEWIS EL,129902107,21,21-Suburb: Large
LEWIS MIDDLE,101902052,21,21-Suburb: Large
LEWISVILLE EL,061902143,21,21-Suburb: Large
LEWISVILLE H S,061902001,21,21-Suburb: Large
LEXINGTON CREEK EL,079907132,21,21-Suburb: Large
LEXINGTON EL,144902101,43,43-Rural: Remote
LEXINGTON H S,144902001,43,43-Rural: Remote
LEXINGTON MIDDLE,144902041,43,43-Rural: Remote
LEYENDECKER EL,240901108,11,11-City: Large
LIBBY EL,183902103,32,32-Town: Distant
LIBERTY CREDIT RECOVERY,235902006,13,13-City: Small
LIBERTY DAEP,235902004,13,13-City: Small
LIBERTY DAEP EL,235902128,13,13-City: Small
LIBERTY EL,159901120,33,33-Town: Remote
LIBERTY EL,220920101,21,21-Suburb: Large
LIBERTY EL,146906103,32,32-Town: Distant
LIBERTY EL,220915105,21,21-Suburb: Large
LIBERTY EL,220907120,21,21-Suburb: Large
LIBERTY EL,061902135,21,21-Suburb: Large
LIBERTY GROVE EL,057909158,21,21-Suburb: Large
LIBERTY H S,146906001,41,41-Rural: Fringe
LIBERTY H S,101912324,11,11-City: Large
LIBERTY H S,043905006,41,41-Rural: Fringe
LIBERTY HILL EL,246908101,41,41-Rural: Fringe
LIBERTY HILL H S,246908001,42,42-Rural: Distant
LIBERTY HILL MIDDLE,246908041,41,41-Rural: Fringe
LIBERTY HILL MIDDLE,014906049,12,12-City: Mid-size
LIBERTY J H,057916049,11,11-City: Large
LIBERTY MEMORIAL MIDDLE,031906042,41,41-Rural: Fringe
LIBERTY MIDDLE,108909044,21,21-Suburb: Large
LIBERTY MIDDLE,146906041,41,41-Rural: Fringe
LIBERTY-EYLAU EARLY CHILDHOOD CENTER,019908102,13,13-City: Small
LIBERTY-EYLAU EL,019908103,23,23-Suburb: Small
LIBERTY-EYLAU H S,019908001,13,13-City: Small
LIBERTY-EYLAU MIDDLE,019908041,41,41-Rural: Fringe
LIDA HOOE EL,057905158,11,11-City: Large
LIECK EL,015915225,41,41-Rural: Fringe
LIEDER EL,101907111,21,21-Suburb: Large
LIESTMAN EL,101903109,11,11-City: Large
LIFE H S WAXAHACHIE,057807002,21,21-Suburb: Large
LIFE MIDDLE WAXAHACHIE,057807041,21,21-Suburb: Large
LIFE SCHOOL CARROLLTON,057807106,21,21-Suburb: Large
LIFE SCHOOL CEDAR HILL,057807104,21,21-Suburb: Large
LIFE SCHOOL LANCASTER,057807102,41,41-Rural: Fringe
LIFE SCHOOL MOUNTAIN CREEK,057807105,11,11-City: Large
LIFE SCHOOL OAK CLIFF,057807001,11,11-City: Large
LIFE SCHOOL RED OAK,057807101,41,41-Rural: Fringe
LIGARDE EL,240901124,11,11-City: Large
LIGHT FARMS EL,043912105,41,41-Rural: Fringe
LIGHTHOUSE CHARTER SCHOOL,015825101,11,11-City: Large
LIGHTHOUSE CHARTER SCHOOL - B CAMPUS,015825001,11,11-City: Large
LIGHTHOUSE HIGH,015825002,11,11-City: Large
LIGHTHOUSE LEARNING CENTER - DAEP,020905004,23,23-Suburb: Small
LIGHTHOUSE LEARNING CENTER - JJAEP,020905005,23,23-Suburb: Small
LILLIAN EL,126901103,41,41-Rural: Fringe
LILLIE J JACKSON EARLY CHILDHOOD CENTER,061902141,21,21-Suburb: Large
LILLION E LUEHRS J H,178902041,32,32-Town: Distant
LILY B CLAYTON EL,220905116,11,11-City: Large
LINCOLN EL,170903102,41,41-Rural: Fringe
LINCOLN EL,108904108,12,12-City: Mid-size
LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH,057905009,11,11-City: Large
LINCOLN J H,204901041,42,42-Rural: Distant
LINCOLN MIDDLE,226903045,13,13-City: Small
LINCOLN MIDDLE,123907043,13,13-City: Small
LINCOLN PARK SCH,031901127,12,12-City: Mid-size
LINDA HERRINGTON EL,246909138,41,41-Rural: Fringe
LINDA JOBE MIDDLE,220908046,21,21-Suburb: Large
LINDA LYON EL,199901115,41,41-Rural: Fringe
LINDA TUTT H S,061908003,31,31-Town: Fringe
LINDALE H S,212903001,31,31-Town: Fringe
LINDALE J H,212903041,41,41-Rural: Fringe
LINDEN EL,034905102,43,43-Rural: Remote
LINDEN-KILDARE H S,034905002,43,43-Rural: Remote
LINDER EL,227901160,11,11-City: Large
LINDSAY EL,049907101,42,42-Rural: Distant
LINDSAY H S,049907001,42,42-Rural: Distant
LINGLEVILLE SCHOOL,072909001,42,42-Rural: Distant
LINTON EL,015915131,11,11-City: Large
LIPAN EL,111902102,43,43-Rural: Remote
LIPAN H S,111902003,43,43-Rural: Remote
LISCANO EL,043905144,41,41-Rural: Fringe
LIT CYPR-MRCEVILLE H S,181908001,22,22-Suburb: Mid-size
LITTLE CYPRESS EL,181908101,22,22-Suburb: Mid-size
LITTLE CYPRESS INT,181908103,22,22-Suburb: Mid-size
LITTLE CYPRESS J H,181908041,22,22-Suburb: Mid-size
LITTLE EL,220901146,11,11-City: Large
LITTLE ELM H S,061914001,21,21-Suburb: Large
LITTLEFIELD EL,140904102,32,32-Town: Distant
LITTLEFIELD H S,140904001,32,32-Town: Distant
LITTLEFIELD J H,140904041,32,32-Town: Distant
LITTLEFIELD PRI,140904103,32,32-Town: Distant
LIVE OAK ACADEMY,105906004,41,41-Rural: Fringe
LIVE OAK EL,246909120,11,11-City: Large
LIVE OAK LEARNING CENTER,004901103,32,32-Town: Distant
LIVE OAK RIDGE MIDDLE,014906050,12,12-City: Mid-size
LIVELY EL,057912112,11,11-City: Large
LIVELY MIDDLE,227901043,11,11-City: Large
LIVINGSTON H S,187907002,41,41-Rural: Fringe
LIVINGSTON H S ACADEMY,187907004,41,41-Rural: Fringe
LIVINGSTON J H,187907041,41,41-Rural: Fringe
LIZZIE CURTIS EL,061911121,11,11-City: Large
LIZZIE NELL CUNDIFF MCCLURE EL,043907126,22,22-Suburb: Mid-size
LLANO EL,150901101,33,33-Town: Remote
LLANO H S,150901001,41,41-Rural: Fringe
LLANO J H,150901041,41,41-Rural: Fringe
LLOYD & DOLLY BENTSEN EL,108911107,12,12-City: Mid-size
LLOYD M BENTSEN EL,108912116,21,21-Suburb: Large
LLOYD R FERGUSON EL,084910117,21,21-Suburb: Large
LOCKE HILL EL,015915109,11,11-City: Large
LOCKHART EL,101912195,11,11-City: Large
LOCKHART H S,028902001,31,31-Town: Fringe
LOCKHART J H,028902045,31,31-Town: Fringe
LOCKHART PRIDE H S,028902038,31,31-Town: Fringe
LOCKNEY DAEP,077902003,33,33-Town: Remote
LOCKNEY EL,077902101,43,43-Rural: Remote
LOCKNEY H S,077902001,43,43-Rural: Remote
LOCKNEY J H,077902041,43,43-Rural: Remote
LOGAN EL,071902128,11,11-City: Large
LOHN SCHOOL,160905001,43,43-Rural: Remote
LOIS F GIDDENS EL,246913106,21,21-Suburb: Large
LOIS LINDSEY EL,043901118,22,22-Suburb: Mid-size
LOMA PARK EL,015905112,11,11-City: Large
LOMA TERRACE EL,071905109,11,11-City: Large
LOMA VERDE,071909121,11,11-City: Large
LOMAX EL,101916106,21,21-Suburb: Large
LOMAX J H,101916043,21,21-Suburb: Large
LOMETA SCHOOL,141902001,43,43-Rural: Remote
LONDON EL,178906101,41,41-Rural: Fringe
LONDON H S,178906001,41,41-Rural: Fringe
LONDON INT,178906103,41,41-Rural: Fringe
LONDON MIDDLE,178906041,41,41-Rural: Fringe
LONE OAK EL,116906101,42,42-Rural: Distant
LONE OAK H S,116906001,42,42-Rural: Distant
LONE OAK MIDDLE,116906041,42,42-Rural: Distant
